gene,chr,start,end,strand,length,control1,control2,control3,control4,control5,control6,exposed1,exposed2,exposed3,exposed4,exposed5,exposed6,control_mean,exposed_mean
Olfr643,7,"104,058,209","104,061,394",-,"1,473",87.46,42.63,42.92,113.25,80.10,60.22,33.47,83.71,52.64,107.93,116.55,95.04,71.10,81.55
Olfr983,9,"40,090,647","40,093,595",-,"2,569",75.34,55.42,74.68,75.71,73.36,68.04,66.94,50.40,44.54,25.21,28.23,25.39,70.42,40.12
Olfr1388,11,"49,436,713","49,452,651",+,"4,485",38.10,62.24,47.21,113.25,80.10,81.33,65.68,54.67,68.16,76.42,108.35,71.10,70.37,74.06
Olfr1512,14,"52,371,207","52,379,168",-,"2,381",77.94,69.06,60.94,85.09,68.87,60.22,24.63,48.69,42.52,105.56,86.50,97.21,70.35,67.52
Olfr901,9,"38,429,482","38,432,682",+,"2,708",75.34,74.18,48.07,79.46,68.87,75.86,22.10,29.90,29.69,17.33,23.67,27.57,70.30,25.04
Olfr104-ps,17,"37,359,531","37,363,993",+,"3,674",60.62,62.24,69.53,96.36,67.37,63.35,44.21,69.19,81.66,80.35,90.14,73.27,69.91,73.14
Olfr985,9,"40,126,505","40,130,156",-,"1,654",69.28,46.89,64.38,86.97,70.37,78.99,53.68,77.73,53.99,81.14,122.92,70.37,69.48,76.64
Olfr1106,2,"87,046,811","87,052,273",-,"2,573",84.87,49.45,47.21,100.11,78.60,55.52,26.52,64.06,49.94,93.75,118.37,97.21,69.29,74.98
Olfr982,9,"40,073,984","40,078,223",+,"4,240",76.21,52.01,54.08,107.62,72.61,53.18,39.15,65.77,61.41,93.75,88.32,86.33,69.28,72.46
Olfr986,9,"40,180,921","40,189,700",+,"3,052",64.95,75.03,72.96,63.82,65.13,70.38,92.83,48.69,53.99,44.12,80.13,67.47,68.71,64.54
Olfr943,9,"39,166,310","39,186,740",+,"2,704",80.54,51.16,75.54,67.57,61.38,75.86,71.99,81.15,80.31,76.42,98.34,83.43,68.67,81.94
Olfr368,2,"37,326,515","37,338,105",+,"3,138",75.34,58.83,67.81,83.22,75.61,50.83,58.10,76.88,80.31,92.96,109.26,86.33,68.61,83.97
Olfr889,9,"38,115,264","38,119,887",+,"4,258",84.87,65.65,76.40,67.57,57.64,59.44,56.20,52.11,54.66,59.87,91.96,67.47,68.59,63.71
Olfr748,14,"50,707,373","50,713,797",+,"3,632",71.01,68.21,70.39,69.45,72.61,57.09,47.99,58.94,66.14,104.78,74.66,76.90,68.13,71.57
Olfr676,7,"105,032,698","105,037,750",+,"2,747",82.27,40.93,67.81,96.36,67.37,53.18,42.31,69.19,62.09,74.84,102.89,81.25,67.99,72.09
Olfr73,2,"88,034,196","88,035,137",-,942,95.26,60.54,75.54,63.19,56.14,56.31,41.68,52.96,42.52,74.84,91.05,74.00,67.83,62.84
Olfr198,16,"59,200,352","59,203,533",-,"2,277",58.02,51.16,42.92,85.09,85.34,83.68,61.26,41.86,43.19,99.26,112.90,94.31,67.70,75.46
Olfr957,9,"39,510,234","39,515,809",-,"1,726",71.01,51.16,60.09,99.48,87.59,36.76,39.78,62.36,41.17,129.99,84.68,79.08,67.68,72.84
Olfr143,9,"38,252,774","38,256,549",+,"3,449",81.40,72.47,68.67,55.06,72.61,55.52,49.26,66.63,63.44,51.21,58.27,56.59,67.62,57.56
Olfr961,9,"39,645,118","39,649,250",+,"3,123",70.14,62.24,83.26,68.83,71.87,49.27,54.94,78.59,90.43,93.75,90.14,93.59,67.60,83.57
Olfr1233,2,"89,335,944","89,342,398",-,"3,845",59.75,57.98,47.21,93.23,63.63,82.11,67.57,65.77,60.06,79.57,99.25,74.00,67.32,74.37
Olfr668,7,"104,922,291","104,928,057",-,"3,613",88.33,50.30,63.52,100.11,53.90,47.70,42.94,55.52,37.79,99.26,99.25,71.82,67.31,67.76
Olfr1137,2,"87,708,873","87,713,179",-,"3,073",77.94,51.16,66.10,73.21,75.61,58.65,46.10,68.33,74.91,60.66,63.74,77.63,67.11,65.23
Olfr1180,2,"88,411,158","88,419,137",-,"1,642",148.08,61.39,36.91,46.30,34.44,75.08,76.41,122.15,72.21,59.08,102.89,59.49,67.03,82.04
Olfr677,7,"105,051,372","105,058,872",+,"3,093",82.27,54.57,64.38,95.10,48.66,56.31,50.52,66.63,55.34,124.47,79.21,55.14,66.88,71.88
Olfr1424,19,"12,058,651","12,062,642",-,"1,647",51.96,39.22,67.81,56.31,65.88,116.52,53.68,77.73,67.49,47.27,59.18,39.18,66.28,57.42
Olfr1111,2,"87,149,121","87,152,624",-,"1,711",69.28,72.47,66.10,61.32,63.63,64.91,49.26,48.69,64.79,48.06,59.18,60.94,66.28,55.15
Olfr744,14,"50,614,879","50,619,839",+,"2,635",71.01,49.45,61.80,92.60,61.38,59.44,58.10,64.06,71.54,78.78,71.02,60.94,65.95,67.41
Olfr855,9,"19,582,617","19,586,030",+,"1,812",64.95,46.04,78.11,76.96,55.40,73.51,53.68,67.48,53.99,92.17,105.62,73.27,65.83,74.37
Olfr749,14,"50,736,171","50,745,094",-,"1,580",60.62,51.16,55.79,85.09,74.86,67.26,53.68,82.86,77.61,66.17,69.20,77.63,65.80,71.19
Olfr1135,2,"87,669,841","87,673,642",-,"2,620",56.29,50.30,72.10,70.70,65.88,78.99,46.73,42.71,52.64,48.84,56.45,66.02,65.71,52.23
Olfr430,1,"174,066,605","174,072,273",+,"4,102",59.75,69.91,69.53,81.34,64.38,47.70,44.21,51.25,49.94,85.87,78.30,80.53,65.44,65.02
Olfr809,10,"129,774,638","129,778,937",+,"3,320",74.47,52.86,67.81,100.74,46.41,46.92,31.58,59.79,51.29,74.05,55.54,66.74,64.87,56.50
Olfr3,2,"36,811,295","36,816,951",-,"2,134",71.01,64.80,56.65,61.32,74.86,60.22,42.94,78.59,60.06,74.84,70.11,49.33,64.81,62.65
Olfr1098,2,"86,920,873","86,924,545",-,"2,961",64.08,67.36,69.53,79.46,72.61,35.19,62.52,43.56,51.96,51.21,48.26,66.02,64.71,53.92
Olfr1116-ps,2,"87,267,643","87,270,815",+,"2,196",71.01,81.85,52.36,63.82,59.89,58.65,82.10,86.27,70.19,65.39,81.95,71.10,64.60,76.16
Olfr1189,2,"88,586,478","88,592,762",+,"1,959",80.54,73.32,90.99,62.57,41.17,38.32,65.04,77.73,64.11,54.36,49.17,55.14,64.48,60.92
Olfr558,7,"102,702,213","102,712,054",+,"3,033",89.20,58.83,47.21,73.21,63.63,51.61,37.89,64.06,48.59,96.90,85.59,73.27,63.95,67.72
Olfr1496,19,"13,777,878","13,782,920",+,"2,454",67.55,65.65,65.24,50.68,67.37,64.13,53.68,82.00,68.84,74.84,60.09,55.86,63.44,65.89
Olfr770,10,"129,132,685","129,138,998",-,"1,660",78.80,40.07,65.24,60.07,57.64,76.64,53.05,49.54,56.01,74.05,65.56,57.31,63.08,59.25
Olfr1161,2,"88,022,818","88,028,252",+,"3,706",74.47,63.09,57.51,71.95,53.90,53.96,44.21,48.69,31.04,46.48,64.65,37.00,62.48,45.34
Olfr872,9,"20,237,119","20,261,643",+,"1,897",79.67,62.24,66.95,52.56,56.89,55.52,33.47,47.83,47.92,27.57,40.06,26.84,62.31,37.28
Olfr738,14,"50,407,568","50,415,438",+,"2,114",61.48,51.16,40.34,76.96,81.60,61.00,42.31,64.06,50.61,77.20,91.96,76.90,62.09,67.18
Olfr203,16,"59,298,881","59,304,783",+,"1,891",68.41,51.16,40.34,75.71,59.14,73.51,49.26,43.56,60.74,53.57,72.84,49.33,61.38,54.88
Olfr1356,10,"78,846,637","78,852,151",-,"1,423",64.08,56.27,57.51,72.58,50.16,67.26,42.94,65.77,51.29,74.84,78.30,60.94,61.31,62.35
Olfr1218,2,"89,052,346","89,061,187",-,"3,825",65.81,75.03,62.66,66.95,41.92,53.96,51.78,36.73,51.29,40.18,50.99,26.84,61.06,42.97
Olfr250,9,"38,367,526","38,370,244",+,"2,719",66.68,21.32,54.94,93.23,97.32,32.85,37.26,71.75,60.06,116.59,66.47,57.31,61.05,68.24
Olfr675,7,"105,021,370","105,028,435",-,"3,802",85.73,47.75,64.38,86.35,49.41,32.06,30.94,43.56,26.99,74.84,103.80,81.25,60.95,60.23
Olfr656,7,"104,613,974","104,621,338",+,"3,807",78.80,57.12,56.65,78.21,61.38,32.06,42.31,60.65,62.76,92.17,61.92,68.19,60.71,64.67
Olfr292,7,"86,688,330","86,697,507",+,"3,211",67.55,57.12,56.65,61.32,59.89,61.00,61.89,62.36,85.71,57.51,62.83,55.86,60.59,64.36
Olfr218,1,"173,197,808","173,206,336",+,"3,623",47.63,56.27,45.49,70.08,76.36,67.26,39.15,59.79,56.01,85.08,60.09,60.21,60.51,60.06
Olfr548-ps1,7,"102,540,995","102,544,602",+,"2,760",58.89,40.93,43.78,90.73,74.11,53.96,43.57,60.65,50.61,98.47,86.50,62.39,60.40,67.03
Olfr1173,2,"88,273,040","88,279,875",-,"5,392",64.08,63.09,66.10,47.55,56.14,64.13,30.94,41.00,32.39,80.35,50.99,51.51,60.18,47.87
Olfr1378,11,"50,966,532","50,973,113",+,"4,323",70.14,72.47,64.38,65.70,32.94,53.96,37.26,40.15,67.49,48.06,42.79,58.04,59.93,48.96
Olfr1273-ps,2,"90,292,257","90,297,267",-,"4,801",62.35,77.59,81.55,60.07,29.20,45.36,62.52,77.73,87.06,81.14,50.08,68.92,59.35,71.24
Olfr963,9,"39,667,223","39,670,668",+,"2,070",64.95,45.19,39.49,64.45,71.87,68.04,34.10,50.40,45.22,57.51,75.57,57.31,59.00,53.35
Olfr812,10,"129,841,402","129,846,095",-,"1,736",98.72,50.30,54.94,53.18,53.90,42.23,37.89,40.15,37.12,106.35,91.05,58.04,58.88,61.77
Olfr1489,19,"13,631,621","13,639,665",+,"6,882",55.42,52.86,67.81,41.30,52.40,82.90,62.52,64.92,54.66,45.69,40.06,66.74,58.78,55.77
Olfr557,7,"102,695,914","102,700,623",+,"2,602",52.82,40.93,48.93,82.59,64.38,60.22,32.84,44.42,39.82,92.17,100.16,89.96,58.31,66.56
Olfr157,4,"43,830,572","43,840,087",-,"6,311",58.89,63.95,66.10,58.81,50.90,50.05,60.62,48.69,39.82,37.03,72.84,46.43,58.12,50.90
Olfr869,9,"20,129,101","20,138,089",+,"1,017",51.96,59.68,67.81,64.45,59.89,44.58,65.68,74.31,43.19,60.66,58.27,44.25,58.06,57.73
Olfr605,7,"103,440,410","103,443,150",-,"2,741",95.26,53.71,55.79,69.45,38.93,34.41,25.89,39.29,27.67,84.29,72.84,71.82,57.93,53.64
Olfr478,7,"108,030,055","108,033,956",-,"2,354",77.07,24.73,56.65,80.09,64.38,44.58,23.37,58.08,33.07,77.20,51.90,36.27,57.92,46.65
Olfr828,9,"18,814,728","18,819,525",-,"1,688",69.28,52.86,54.94,49.43,44.17,74.29,36.63,50.40,47.24,51.21,52.81,38.45,57.49,46.12
Olfr561,7,"102,771,264","102,776,430",+,"2,028",56.29,39.22,54.94,88.85,57.64,47.70,28.42,51.25,65.46,88.23,107.44,84.15,57.44,70.83
Olfr453,6,"42,739,388","42,746,599",+,"2,701",74.47,48.60,57.51,65.07,48.66,50.05,40.42,45.27,48.59,50.42,50.99,42.08,57.39,46.29
Olfr1094,2,"86,824,675","86,829,930",+,"1,329",53.69,41.78,36.91,71.95,67.37,71.95,51.78,59.79,50.61,53.57,62.83,50.06,57.28,54.77
Olfr1028,2,"85,950,437","85,954,091",+,"3,655",71.01,49.45,58.37,53.18,70.37,39.88,48.63,61.50,70.86,53.57,62.83,48.61,57.04,57.67
Olfr739,14,"50,418,626","50,427,107",+,"2,800",68.41,52.01,48.07,51.31,50.90,71.17,71.36,108.48,75.58,63.02,51.90,82.70,56.98,75.51
Olfr138,17,"38,261,035","38,276,410",+,"1,985",69.28,57.98,60.94,66.32,43.42,43.79,66.31,38.44,68.84,55.93,60.09,50.78,56.96,56.73
Olfr1350,7,"6,564,893","6,571,402",+,"1,756",45.90,58.83,66.10,55.69,64.38,50.83,60.62,68.33,60.06,57.51,61.92,73.27,56.95,63.62
Olfr141,2,"86,804,170","86,806,997",-,"2,828",54.56,52.86,35.19,66.95,59.89,71.95,41.05,82.00,54.66,77.20,79.21,66.74,56.90,66.81
Olfr432,1,"174,049,219","174,053,227",+,"2,994",64.08,51.16,72.10,59.44,52.40,40.67,41.05,58.08,55.34,39.39,71.02,37.00,56.64,50.31
Olfr1535,13,"21,553,894","21,559,893",-,"3,965",64.95,69.91,63.52,37.54,44.92,56.31,42.31,41.86,51.29,61.45,57.36,53.68,56.19,51.33
Olfr648,7,"104,177,181","104,183,358",-,"3,312",64.95,46.04,54.94,80.71,53.15,36.76,24.00,46.13,34.42,85.08,75.57,75.45,56.09,56.77
Olfr64,7,"103,891,104","103,894,485",-,"3,382",67.55,47.75,59.23,59.44,62.88,39.10,38.52,34.17,37.79,51.21,43.70,44.25,55.99,41.61
Olfr481,7,"108,079,868","108,082,267",+,"1,677",74.47,55.42,52.36,56.94,54.65,40.67,30.31,54.67,45.22,47.27,44.62,41.35,55.75,43.91
Olfr1054,2,"86,332,132","86,335,400",-,"1,380",74.47,52.86,58.37,66.32,37.43,44.58,36.00,63.21,45.89,68.54,61.00,60.94,55.67,55.93
Olfr199,16,"59,214,765","59,219,767",-,"2,097",64.95,41.78,63.52,69.45,47.91,46.14,46.10,38.44,45.22,58.30,40.06,55.14,55.62,47.21
Olfr194,16,"59,116,771","59,121,058",-,"3,457",58.89,39.22,52.36,67.57,57.64,57.87,78.94,48.69,45.89,60.66,88.32,52.96,55.59,62.58
Olfr33,7,"102,712,151","102,719,070",-,"2,372",51.09,46.04,45.49,68.20,71.87,50.05,27.15,68.33,65.46,115.81,102.89,116.08,55.46,82.62
Olfr115,17,"37,609,791","37,610,755",-,960,82.27,53.71,72.10,43.80,41.17,39.10,61.89,72.61,64.79,80.35,58.27,49.33,55.36,64.54
Olfr1447,19,"12,899,450","12,903,743",-,"2,639",73.61,70.77,55.79,45.68,40.42,44.58,62.52,58.08,64.11,80.35,63.74,47.88,55.14,62.78
Olfr1505,19,"13,913,530","13,921,866",+,"3,685",52.82,40.93,50.64,56.94,63.63,64.91,36.00,36.73,42.52,59.08,60.09,52.96,54.98,47.90
Olfr1051,2,"86,273,801","86,279,095",-,"2,850",45.90,40.93,55.79,58.19,65.13,63.35,51.78,53.81,38.47,65.39,68.29,47.88,54.88,54.27
Olfr1048,2,"86,233,951","86,240,290",-,"2,994",64.08,63.95,55.79,56.94,53.15,34.41,30.31,41.86,44.54,79.57,83.77,66.74,54.72,57.80
Olfr607,7,"103,457,198","103,464,147",-,"4,034",63.22,32.40,35.19,86.97,59.14,49.27,27.15,49.54,45.89,74.84,61.92,63.12,54.36,53.74
Olfr679,7,"105,081,205","105,088,369",+,"2,790",42.43,32.40,36.91,89.47,57.64,64.91,25.89,15.38,16.87,65.39,71.02,59.49,53.96,42.34
Olfr311,11,"58,839,251","58,844,111",+,"2,602",71.01,39.22,60.94,44.42,53.15,54.74,67.57,69.19,72.21,85.08,55.54,68.92,53.92,69.75
Olfr646,7,"104,104,889","104,108,168",+,"2,164",70.14,34.96,60.09,73.21,56.14,26.59,22.73,43.56,43.19,77.99,51.90,71.10,53.52,51.75
Olfr412,11,"74,362,069","74,366,218",+,"1,786",45.03,34.10,41.20,85.09,61.38,50.83,22.73,50.40,41.84,84.29,91.96,69.65,52.94,60.15
Olfr600,7,"103,344,942","103,349,659",-,"2,057",62.35,40.93,47.21,86.35,50.16,29.72,40.42,52.11,47.92,77.20,74.66,58.04,52.78,58.39
Olfr819,10,"129,963,011","129,967,266",-,"3,930",52.82,24.73,31.76,78.21,72.61,56.31,29.05,50.40,42.52,68.54,76.48,55.86,52.74,53.81
Olfr642,7,"104,049,134","104,052,773",-,"2,217",69.28,33.25,48.07,73.83,55.40,33.63,22.10,43.56,22.27,66.96,42.79,34.82,52.24,38.75
Olfr1037,2,"86,084,671","86,087,385",-,"1,819",66.68,41.78,45.49,58.19,59.89,40.67,37.26,61.50,53.99,89.02,81.04,74.00,52.12,66.13
Olfr178,16,"58,888,308","58,892,174",-,"2,214",58.89,32.40,47.21,78.21,47.91,47.70,51.15,49.54,47.92,38.60,58.27,65.29,52.05,51.80
Olfr19,16,"16,672,249","16,676,393",-,"1,959",56.29,24.73,36.91,85.72,82.35,25.81,37.89,46.98,34.42,109.50,52.81,38.45,51.97,53.34
Olfr381,11,"73,484,274","73,491,603",-,"2,769",73.61,56.27,48.93,48.18,43.42,40.67,29.68,23.92,30.37,49.63,39.15,55.14,51.85,37.98
Olfr1167,2,"88,147,780","88,155,201",-,"2,654",59.75,44.34,46.35,61.32,54.65,43.79,31.58,41.86,31.04,69.33,74.66,57.31,51.70,50.96
Olfr228,2,"86,481,856","86,487,414",-,"1,947",61.48,46.89,35.19,70.08,52.40,42.23,44.84,45.27,41.84,41.75,54.63,45.70,51.38,45.67
Olfr467,7,"107,812,203","107,816,336",+,"1,915",58.89,32.40,32.62,62.57,73.36,46.92,24.00,49.54,32.39,68.54,77.39,71.82,51.13,53.95
Olfr658,7,"104,642,880","104,647,305",-,"2,912",84.87,44.34,50.64,58.81,38.18,29.72,20.21,45.27,35.77,63.02,58.27,56.59,51.09,46.52
Olfr1333,4,"118,827,970","118,836,277",-,"2,695",44.16,50.30,42.92,56.31,56.89,54.74,32.84,41.00,38.47,48.84,48.26,55.86,50.89,44.21
Olfr1000,2,"85,607,165","85,611,868",-,"2,253",55.42,62.24,57.51,41.92,39.68,47.70,76.41,90.54,85.03,31.51,35.51,20.31,50.75,56.55
Olfr545,7,"102,491,466","102,499,591",-,"3,514",44.16,47.75,55.79,60.69,52.40,41.45,44.84,60.65,58.04,56.72,38.24,43.53,50.37,50.34
Olfr847,9,"19,373,668","19,378,655",-,"2,371",51.09,33.25,43.78,45.68,83.84,43.79,58.10,72.61,37.79,99.26,65.56,60.94,50.24,65.71
Olfr960,9,"39,621,373","39,624,205",+,"1,457",42.43,34.96,42.06,69.45,65.88,43.01,14.52,25.63,21.60,51.21,46.44,46.43,49.63,34.30
Olfr1121,2,"87,369,895","87,373,469",+,"1,996",34.64,39.22,44.64,77.59,40.42,60.22,59.99,58.94,49.94,43.33,56.45,48.61,49.45,52.88
Olfr350,2,"36,846,265","36,851,543",+,"1,975",37.24,32.40,49.79,65.07,50.90,61.00,44.84,58.94,40.49,37.03,61.92,51.51,49.40,49.12
Olfr102,17,"37,313,411","37,314,437",-,"1,027",58.02,53.71,61.80,40.67,37.43,44.58,45.47,57.23,56.01,36.24,39.15,39.18,49.37,45.55
Olfr684,7,"105,154,707","105,163,653",-,"3,234",64.08,32.40,38.63,80.71,39.68,39.10,19.58,23.06,32.39,61.45,51.90,54.41,49.10,40.47
Olfr826,10,"130,179,602","130,184,186",-,"1,545",61.48,34.10,36.91,62.57,53.15,46.14,24.63,41.00,31.04,60.66,52.81,39.90,49.06,41.67
Olfr670,7,"104,957,042","104,962,612",-,"3,793",33.77,40.07,28.33,80.09,53.90,57.09,31.58,46.98,34.42,46.48,61.00,46.43,48.87,44.48
Olfr1269,2,"90,117,759","90,121,355",-,"1,906",30.31,47.75,30.04,62.57,59.89,61.78,42.31,45.27,35.09,48.84,50.99,44.25,48.72,44.46
Olfr657,7,"104,624,909","104,637,419",+,"1,771",69.28,37.51,72.10,61.94,32.19,18.77,16.42,38.44,29.69,51.99,47.35,59.49,48.63,40.56
Olfr597,7,"103,319,077","103,322,183",+,"1,904",51.96,29.84,42.92,74.46,57.64,33.63,12.00,36.73,35.77,67.75,79.21,61.67,48.41,48.85
Olfr1026,2,"85,923,270","85,924,193",+,924,76.21,32.40,39.49,49.43,56.14,35.97,29.05,39.29,40.49,108.72,95.60,81.98,48.27,65.86
Olfr582,7,"103,038,024","103,042,894",+,"2,109",64.95,46.04,29.18,65.07,43.42,39.88,22.73,38.44,31.04,59.87,61.00,57.31,48.09,45.07
Olfr577,7,"102,971,125","102,974,034",-,"2,910",54.56,28.14,45.49,69.45,46.41,43.01,13.26,60.65,33.07,51.21,53.72,69.65,47.84,46.92
Olfr836,9,"19,120,945","19,125,122",+,"3,470",64.95,38.37,58.37,45.68,44.17,34.41,50.52,42.71,43.19,42.54,59.18,58.76,47.66,49.48
Olfr106-ps,17,"37,390,340","37,396,256",+,"2,401",49.36,35.81,49.79,55.06,33.69,56.31,41.05,56.38,56.01,65.39,79.21,66.74,46.67,60.80
Olfr433,1,"174,041,933","174,042,936",+,"1,004",51.09,35.81,52.36,60.69,48.66,31.28,29.68,42.71,35.77,58.30,40.06,42.80,46.65,41.55
Olfr948,9,"39,317,087","39,319,622",-,"2,536",33.77,54.57,40.34,63.82,44.92,42.23,39.15,35.02,16.20,40.97,22.76,39.18,46.61,32.21
Olfr1105,2,"87,031,260","87,034,246",-,"2,987",45.90,63.09,43.78,48.80,38.93,39.10,47.36,49.54,45.89,44.12,37.33,47.88,46.60,45.35
Olfr649,7,"104,188,992","104,195,960",-,"1,359",70.14,39.22,48.07,49.43,48.66,23.46,26.52,52.11,31.72,38.60,49.17,55.14,46.50,42.21
Olfr814,10,"129,871,967","129,879,861",-,"3,315",36.37,23.87,33.48,93.23,47.91,43.79,19.58,36.73,29.02,92.96,67.38,93.59,46.44,56.54
Olfr135,17,"38,204,387","38,210,899",+,"2,908",35.50,33.25,36.05,68.83,43.42,58.65,19.58,52.11,27.67,55.93,55.54,39.90,45.95,41.79
Olfr1467,19,"13,362,236","13,367,840",+,"3,457",46.76,34.96,36.91,52.56,54.65,44.58,34.73,46.13,33.07,59.87,50.99,44.25,45.07,44.84
Olfr1023,2,"85,885,640","85,890,795",+,"4,322",41.57,34.96,35.19,60.69,49.41,46.14,34.10,37.58,35.77,43.33,56.45,50.06,44.66,42.88
Olfr1469,19,"13,410,571","13,414,540",+,"3,970",51.09,34.96,36.05,48.18,45.66,51.61,42.31,48.69,45.22,40.18,51.90,36.27,44.59,44.09
Olfr270,4,"52,964,547","52,972,474",+,"2,607",42.43,66.50,43.78,32.54,26.20,53.96,56.20,27.33,24.30,18.91,68.29,29.02,44.24,37.34
Olfr397,11,"73,960,817","73,967,812",+,"4,168",25.11,28.99,44.64,41.92,56.14,67.26,29.05,69.19,67.49,34.66,36.42,37.00,44.01,45.63
Olfr588-ps1,7,"103,140,879","103,146,684",+,"3,427",34.64,29.84,42.92,66.32,60.64,28.94,18.95,25.63,26.32,55.93,53.72,39.90,43.88,36.74
Olfr23,11,"73,936,677","73,942,658",+,"2,527",40.70,40.07,43.78,51.31,57.64,29.72,34.10,58.94,22.95,62.24,40.97,21.04,43.87,40.04
Olfr1132,2,"87,632,583","87,635,745",-,"3,163",33.77,31.55,44.64,61.32,47.16,44.58,35.36,54.67,43.19,68.54,55.54,60.21,43.84,52.92
Olfr1101,2,"86,986,294","86,991,217",-,"3,228",40.70,54.57,52.36,41.30,32.19,39.10,57.47,94.81,66.14,56.72,74.66,45.70,43.37,65.92
Olfr1102,2,"86,998,398","87,004,206",+,"2,394",48.49,36.66,28.33,57.56,41.17,44.58,39.78,53.81,43.87,41.75,56.45,55.86,42.80,48.59
Olfr1175-ps,2,"88,318,194","88,327,295",-,"5,686",54.56,29.84,38.63,51.93,51.65,28.94,30.31,43.56,35.09,65.39,78.30,69.65,42.59,53.72
Olfr724,14,"49,959,929","49,963,274",-,"1,246",39.83,34.10,39.49,61.32,41.17,39.10,43.57,39.29,37.79,29.94,51.90,24.67,42.50,37.86
Olfr105-ps,17,"37,379,033","37,386,208",+,"3,829",66.68,29.84,43.78,41.92,41.17,30.50,15.16,41.86,44.54,41.75,49.17,54.41,42.32,41.15
Olfr482,7,"108,093,190","108,097,586",-,"2,421",32.04,34.10,55.79,47.55,46.41,36.76,34.10,38.44,32.39,37.03,50.99,42.80,42.11,39.29
Olfr450,6,"42,817,382","42,819,058",+,"1,677",40.70,48.60,48.07,44.42,40.42,29.72,41.68,41.00,33.74,21.27,50.08,31.92,41.99,36.62
Olfr876,9,"37,803,058","37,806,226",+,"2,562",32.04,41.78,48.93,40.67,53.90,34.41,35.36,53.81,49.27,57.51,47.35,55.14,41.95,49.74
Olfr495,7,"108,392,993","108,397,513",+,"2,517",43.30,34.96,43.78,47.55,48.66,32.85,26.52,40.15,36.44,38.60,32.78,31.92,41.85,34.40
Olfr714,7,"107,071,442","107,076,509",+,"3,140",38.97,33.25,28.33,48.80,49.41,51.61,37.26,30.75,39.82,71.69,80.13,68.19,41.73,54.64
Olfr803,10,"129,690,621","129,694,286",-,"2,385",55.42,28.14,47.21,36.29,33.69,48.49,46.10,42.71,32.39,32.30,36.42,23.22,41.54,35.52
Olfr418-ps1,1,"173,266,018","173,271,169",+,"1,546",49.36,34.10,40.34,49.43,47.16,28.15,30.31,33.31,37.79,44.12,47.35,29.74,41.43,37.10
Olfr639,7,"104,011,416","104,017,303",-,"1,385",51.09,30.69,35.19,68.83,36.68,25.81,26.52,40.15,35.09,63.81,36.42,41.35,41.38,40.56
Olfr508,7,"108,629,989","108,631,657",+,"1,669",45.90,42.63,38.63,53.81,35.93,29.72,24.00,45.27,41.17,29.94,41.88,26.12,41.10,34.73
Olfr1151,2,"87,855,866","87,858,310",+,"1,249",32.91,21.32,17.17,59.44,53.15,59.44,49.89,36.73,37.12,44.90,55.54,51.51,40.57,45.95
Olfr139,11,"74,043,991","74,047,539",-,"1,598",44.16,16.20,36.05,55.69,60.64,30.50,33.47,42.71,45.22,48.06,53.72,21.76,40.54,40.82
Olfr351,2,"36,858,622","36,862,647",-,"2,332",48.49,41.78,44.64,42.55,30.69,32.06,33.47,75.17,37.12,21.27,30.05,23.94,40.04,36.84
Olfr510,7,"108,667,418","108,668,362",+,945,38.10,34.96,22.32,59.44,37.43,47.70,28.42,46.13,54.66,33.09,40.97,34.82,39.99,39.68
Olfr348,2,"36,784,213","36,789,852",+,"3,554",32.04,33.25,32.62,46.30,54.65,40.67,20.84,31.60,24.30,43.33,50.99,37.00,39.92,34.68
Olfr554,7,"102,638,432","102,642,308",+,"2,268",50.23,39.22,30.04,60.69,34.44,24.24,26.52,46.13,31.04,52.78,59.18,66.02,39.81,46.95
Olfr629,7,"103,739,975","103,744,719",-,"2,263",50.23,39.22,37.77,57.56,33.69,20.33,6.32,23.92,25.64,54.36,41.88,33.37,39.80,30.92
Olfr902,9,"38,447,710","38,450,253",+,"1,732",45.03,38.37,41.20,35.04,36.68,41.45,60.62,65.77,49.27,65.39,52.81,52.96,39.63,57.80
Olfr575,7,"102,953,924","102,958,775",-,"1,865",52.82,25.58,41.20,52.56,39.68,25.81,30.94,49.54,35.09,37.81,48.26,60.21,39.61,43.64
Olfr635,7,"103,971,285","103,980,876",+,"1,768",41.57,40.93,36.91,59.44,34.44,24.24,23.37,35.88,27.67,47.27,49.17,51.51,39.59,39.14
Olfr192,16,"59,097,353","59,101,969",-,"1,905",28.58,51.16,36.05,43.80,37.43,39.88,29.05,33.31,33.74,37.03,34.60,26.84,39.48,32.43
Olfr461,6,"40,542,252","40,555,050",-,"4,231",45.03,55.42,43.78,32.54,35.18,24.24,62.52,45.27,33.74,22.85,40.97,34.82,39.37,40.03
Olfr992,2,"85,398,824","85,409,469",-,"2,250",38.10,30.69,22.32,53.81,37.43,53.18,25.26,39.29,40.49,43.33,40.06,49.33,39.26,39.63
Olfr312,11,"58,829,237","58,834,780",+,"3,210",43.30,26.43,40.34,41.92,38.18,45.36,32.21,25.63,28.34,76.42,42.79,44.25,39.26,41.61
Olfr298,7,"86,486,712","86,492,478",-,"3,159",21.65,31.55,50.64,51.31,48.66,31.28,39.78,41.00,26.32,39.39,38.24,23.94,39.18,34.78
Olfr620,7,"103,608,573","103,612,534",-,"1,906",52.82,23.87,34.34,50.68,38.93,32.85,13.89,36.73,28.34,63.81,50.99,35.55,38.91,38.22
